Facility Name,Payment Entered,Payment Received,Other Ref #,Credit Source(w Payer),Payment Total Paid (Sum),Payment Check #
Facility-C,15-02-2024,15-02-2024,ABCDEF,UMR FKA UMR WAUSAU,$2036.24,NC#
Facility-C,18-01-2024,18-01-2024,ABCDEF,UMR FKA UMR WAUSAU,$4097.23,NC#
Facility-C,14-12-2023,14-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$2149.44,NC#
Facility-C,30-04-2024,30-04-2024,ABCDEF,UMR FKA UMR WAUSAU,$3035.27,NC#
Facility-C,08-06-2024,08-06-2024,ABCDEF,UMR FKA UMR WAUSAU,$782.02,NC#
Facility-D,08-11-2023,08-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2958.68,NC#
Facility-D,16-06-2024,16-06-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1890.77,NC#
Facility-D,28-09-2023,28-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1038.48,NC#
Facility-D,30-11-2023,30-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1678.19,NC#
Facility-D,03-12-2023,03-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1189.09,NC#
Facility-D,18-05-2024,18-05-2024,ABCDEF,CIGNA HEALTH PLANS,$3403.66,NC#
Facility-D,07-06-2024,07-06-2024,ABCDEF,CIGNA HEALTH PLANS,$2736.52,NC#
Facility-D,14-08-2024,14-08-2024,ABCDEF,CIGNA HEALTH PLANS,$4261.29,NC#
Facility-D,09-11-2023,09-11-2023,ABCDEF,CIGNA HEALTH PLANS,$3913.66,NC#
Facility-D,12-08-2024,12-08-2024,ABCDEF,CIGNA HEALTH PLANS,$3910.10,NC#
Facility-D,03-06-2024,03-06-2024,ABCDEF,AETNA,$3230.68,NC#
Facility-D,28-09-2023,28-09-2023,ABCDEF,AETNA,$937.36,NC#
Facility-D,18-07-2024,18-07-2024,ABCDEF,AETNA,$1266.91,NC#
Facility-D,19-01-2024,19-01-2024,ABCDEF,AETNA,$1940.52,NC#
Facility-D,24-02-2024,24-02-2024,ABCDEF,AETNA,$4356.22,NC#
Facility-D,26-01-2024,26-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2532.19,NC#
Facility-D,14-06-2024,14-06-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4372.23,NC#
Facility-D,15-12-2023,15-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$425.15,NC#
Facility-D,26-12-2023,26-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3531.68,NC#
Facility-D,30-07-2024,30-07-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3581.75,NC#
Facility-D,01-09-2024,01-09-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1201.32,NC#
Facility-D,31-07-2024,31-07-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1749.95,NC#
Facility-D,06-03-2024,06-03-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4977.60,NC#
Facility-D,28-05-2024,28-05-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4055.42,NC#
Facility-D,06-05-2024,06-05-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$625.47,NC#
Facility-D,24-10-2023,24-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4468.80,NC#
Facility-D,21-06-2024,21-06-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3496.93,NC#
Facility-D,08-06-2024,08-06-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3963.77,NC#
Facility-D,25-10-2023,25-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2591.45,NC#
Facility-D,07-10-2023,07-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1888.47,NC#
Facility-D,16-08-2024,16-08-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2500.38,NC#
Facility-D,13-07-2024,13-07-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$767.19,NC#
Facility-D,11-12-2023,11-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4924.96,NC#
Facility-D,30-01-2024,30-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1249.20,NC#
Facility-D,21-09-2024,21-09-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2704.38,NC#
Facility-D,28-02-2024,28-02-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4228.45,NC#
Facility-D,01-05-2024,01-05-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4226.42,NC#
Facility-D,27-02-2024,27-02-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1885.94,NC#
Facility-D,24-10-2023,24-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3986.94,NC#
Facility-D,03-03-2024,03-03-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3808.26,NC#
Facility-D,30-04-2024,30-04-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1699.24,NC#
Facility-D,10-06-2024,10-06-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4553.96,NC#
Facility-D,18-11-2023,18-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3775.47,NC#
Facility-D,21-09-2024,21-09-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4070.03,NC#
Facility-D,06-08-2024,06-08-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2196.25,NC#
Facility-D,20-06-2024,20-06-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2714.68,NC#
Facility-D,04-03-2024,04-03-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4223.98,NC#
Facility-D,16-09-2024,16-09-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3024.42,NC#
Facility-D,29-12-2023,29-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2952.53,NC#
Facility-D,20-12-2023,20-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2382.38,NC#
Facility-D,18-02-2024,18-02-2024,ABCDEF,AETNA,$2819.19,NC#
Facility-D,15-07-2024,15-07-2024,ABCDEF,AETNA,$569.36,NC#
Facility-D,20-05-2024,20-05-2024,ABCDEF,AETNA,$4521.39,NC#
Facility-D,11-07-2024,11-07-2024,ABCDEF,AETNA,$1612.79,NC#
Facility-D,04-12-2023,04-12-2023,ABCDEF,AETNA,$3846.34,NC#
Facility-D,28-10-2023,28-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$738.17,NC#
Facility-D,19-01-2024,19-01-2024,ABCDEF,UMR FKA UMR WAUSAU,$2789.46,NC#
Facility-D,04-11-2023,04-11-2023,ABCDEF,UMR FKA UMR WAUSAU,$1706.18,NC#
Facility-D,23-01-2024,23-01-2024,ABCDEF,UMR FKA UMR WAUSAU,$4049.08,NC#
Facility-D,17-05-2024,17-05-2024,ABCDEF,UMR FKA UMR WAUSAU,$4329.34,NC#
Facility-D,03-08-2024,03-08-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2585.65,NC#
Facility-D,27-06-2024,27-06-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1854.45,NC#
Facility-D,22-07-2024,22-07-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1671.71,NC#
Facility-D,25-07-2024,25-07-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4527.41,NC#
Facility-D,08-08-2024,08-08-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$196.20,NC#
Facility-D,12-09-2024,12-09-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$13.75,NC#
Facility-D,11-09-2024,11-09-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4424.90,NC#
Facility-D,06-03-2024,06-03-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$45.94,NC#
Facility-D,19-06-2024,19-06-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$958.67,NC#
Facility-D,30-03-2024,30-03-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1200.69,NC#
Facility-D,28-07-2024,28-07-2024,ABCDEF,AETNA,$1446.13,NC#
Facility-D,23-11-2023,23-11-2023,ABCDEF,AETNA,$2850.20,NC#
Facility-D,20-08-2024,20-08-2024,ABCDEF,AETNA,$3097.55,NC#
Facility-D,02-11-2023,02-11-2023,ABCDEF,AETNA,$347.95,NC#
Facility-D,31-12-2023,31-12-2023,ABCDEF,AETNA,$3384.41,NC#
Facility-D,24-07-2023,24-07-2023,ABCDEF,BEACON HEALTH STRATEGIES,$2.74,NC#
Facility-D,16-12-2023,16-12-2023,ABCDEF,BEACON HEALTH STRATEGIES,$2121.48,NC#
Facility-D,19-07-2023,19-07-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3732.95,NC#
Facility-D,05-08-2023,05-08-2023,ABCDEF,BEACON HEALTH STRATEGIES,$1376.48,NC#
Facility-D,29-01-2023,29-01-2023,ABCDEF,BEACON HEALTH STRATEGIES,$3433.45,NC#
Facility-D,24-09-2023,24-09-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3873.50,NC#
Facility-D,29-11-2023,29-11-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4933.22,NC#
Facility-D,19-04-2023,19-04-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2864.89,NC#
Facility-D,13-12-2023,13-12-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4861.55,NC#
Facility-D,11-03-2023,11-03-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3834.71,NC#
Facility-D,29-03-2023,29-03-2023,ABCDEF,UMR FKA UMR WAUSAU,$2399.69,NC#
Facility-D,24-03-2023,24-03-2023,ABCDEF,UMR FKA UMR WAUSAU,$1036.46,NC#
Facility-D,13-03-2023,13-03-2023,ABCDEF,UMR FKA UMR WAUSAU,$2321.05,NC#
Facility-D,05-11-2023,05-11-2023,ABCDEF,UMR FKA UMR WAUSAU,$900.22,NC#
Facility-D,27-09-2023,27-09-2023,ABCDEF,UMR FKA UMR WAUSAU,$2361.98,NC#
Facility-D,14-12-2023,14-12-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$763.09,NC#
Facility-D,03-09-2023,03-09-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4128.36,NC#
Facility-D,28-02-2023,28-02-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$199.37,NC#
Facility-D,30-08-2023,30-08-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2007.64,NC#
Facility-D,02-01-2024,02-01-2024,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2218.12,NC#
Facility-D,01-08-2023,01-08-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2055.22,NC#
Facility-D,30-07-2023,30-07-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$3136.04,NC#
Facility-D,07-06-2023,07-06-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$4784.84,NC#
Facility-D,25-05-2023,25-05-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$1968.78,NC#
Facility-D,21-10-2023,21-10-2023,ABCDEF,BLUE CROSS AND BLUE SHIELD OF FLORIDA,$2983.05,NC#
Facility-D,14-05-2023,14-05-2023,ABCDEF,CIGNA HEALTH PLANS,$2495.67,NC#
Facility-D,27-11-2023,27-11-2023,ABCDEF,CIGNA HEALTH PLANS,$736.23,NC#
Facility-D,26-02-2023,26-02-2023,ABCDEF,CIGNA HEALTH PLANS,$2074.28,NC#
Facility-D,31-07-2023,31-07-2023,ABCDEF,CIGNA HEALTH PLANS,$2131.49,NC#
Facility-D,23-03-2023,23-03-2023,ABCDEF,CIGNA HEALTH PLANS,$4685.96,NC#
Facility-D,25-08-2023,25-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2681.89,NC#
Facility-D,02-01-2024,02-01-2024,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2778.64,NC#
Facility-D,04-05-2023,04-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3365.96,NC#
Facility-D,28-05-2023,28-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4887.32,NC#
Facility-D,08-07-2023,08-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1478.06,NC#
Facility-D,21-03-2023,21-03-2023,ABCDEF,AETNA,$603.25,NC#
Facility-D,31-05-2023,31-05-2023,ABCDEF,AETNA,$3678.57,NC#
Facility-D,02-01-2024,02-01-2024,ABCDEF,AETNA,$4172.44,NC#
Facility-D,30-06-2023,30-06-2023,ABCDEF,AETNA,$585.18,NC#
Facility-D,03-11-2023,03-11-2023,ABCDEF,AETNA,$3634.04,NC#
Facility-D,20-12-2023,20-12-2023,ABCDEF,COMPSYCH,$4866.27,NC#
Facility-D,03-07-2023,03-07-2023,ABCDEF,COMPSYCH,$1820.95,NC#
Facility-D,08-09-2023,08-09-2023,ABCDEF,COMPSYCH,$4665.46,NC#
Facility-D,27-06-2023,27-06-2023,ABCDEF,COMPSYCH,$4649.88,NC#
Facility-D,28-05-2023,28-05-2023,ABCDEF,COMPSYCH,$3659.57,NC#
Facility-D,18-09-2023,18-09-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$1281.18,NC#
Facility-D,07-02-2023,07-02-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$338.54,NC#
Facility-D,22-12-2023,22-12-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$2164.76,NC#
Facility-D,20-09-2023,20-09-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$4175.70,NC#
Facility-D,26-01-2023,26-01-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$2945.33,NC#
Facility-D,02-05-2023,02-05-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$1972.99,NC#
Facility-D,25-06-2023,25-06-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$41.96,NC#
Facility-D,14-06-2023,14-06-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$1834.75,NC#
Facility-D,27-02-2023,27-02-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$3931.08,NC#
Facility-D,16-08-2023,16-08-2023,ABCDEF,PRIORITY HEALTH OF MICHIGAN,$1757.40,NC#
Facility-D,02-10-2023,02-10-2023,ABCDEF,AETNA,$1221.45,NC#
Facility-D,22-03-2023,22-03-2023,ABCDEF,AETNA,$1092.06,NC#
Facility-D,06-01-2024,06-01-2024,ABCDEF,AETNA,$4910.71,NC#
Facility-D,26-01-2023,26-01-2023,ABCDEF,AETNA,$4936.51,NC#
Facility-D,23-03-2023,23-03-2023,ABCDEF,AETNA,$3059.96,NC#
Facility-D,17-05-2023,17-05-2023,ABCDEF,ASR PHYSICIANS CARE,$3003.98,NC#
Facility-D,21-11-2023,21-11-2023,ABCDEF,ASR PHYSICIANS CARE,$3193.72,NC#
Facility-D,30-10-2023,30-10-2023,ABCDEF,ASR PHYSICIANS CARE,$2332.14,NC#
Facility-D,29-03-2023,29-03-2023,ABCDEF,ASR PHYSICIANS CARE,$4489.44,NC#
Facility-D,23-08-2023,23-08-2023,ABCDEF,ASR PHYSICIANS CARE,$1779.18,NC#
Facility-D,28-06-2023,28-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4783.32,NC#
Facility-D,02-02-2023,02-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2702.66,NC#
Facility-D,15-05-2023,15-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1230.99,NC#
Facility-D,26-10-2023,26-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2640.56,NC#
Facility-D,19-10-2023,19-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$581.20,NC#
Facility-D,14-10-2023,14-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$69.66,NC#
Facility-D,17-05-2023,17-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1184.74,NC#
Facility-D,12-12-2023,12-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1460.09,NC#
Facility-D,30-07-2023,30-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4650.90,NC#
Facility-D,17-07-2023,17-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3025.70,NC#
Facility-D,28-01-2023,28-01-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$56.71,NC#
Facility-D,01-06-2023,01-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1569.58,NC#
Facility-D,28-12-2023,28-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4560.10,NC#
Facility-D,12-12-2023,12-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3479.59,NC#
Facility-D,13-03-2023,13-03-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$51.23,NC#
Facility-D,18-05-2023,18-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2019.15,NC#
Facility-D,28-04-2023,28-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3149.36,NC#
Facility-D,15-03-2023,15-03-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4181.35,NC#
Facility-D,05-06-2023,05-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4868.78,NC#
Facility-D,13-07-2023,13-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1943.80,NC#
Facility-D,21-10-2023,21-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$215.59,NC#
Facility-D,16-04-2023,16-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3010.56,NC#
Facility-D,01-12-2023,01-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3559.56,NC#
Facility-D,18-04-2023,18-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4998.26,NC#
Facility-D,23-04-2023,23-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3229.70,NC#
Facility-D,24-01-2023,24-01-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$807.63,NC#
Facility-D,21-03-2023,21-03-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2165.30,NC#
Facility-D,29-04-2023,29-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2384.21,NC#
Facility-D,25-11-2023,25-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2184.68,NC#
Facility-D,24-02-2023,24-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1114.20,NC#
Facility-D,25-10-2023,25-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2140.69,NC#
Facility-D,13-06-2023,13-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2939.77,NC#
Facility-D,29-11-2023,29-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1345.40,NC#
Facility-D,13-08-2023,13-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1218.10,NC#
Facility-D,20-01-2023,20-01-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3669.36,NC#
Facility-D,16-11-2023,16-11-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4287.54,NC#
Facility-D,07-03-2023,07-03-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2301.03,NC#
Facility-D,23-08-2023,23-08-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2318.22,NC#
Facility-D,13-05-2023,13-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3680.66,NC#
Facility-D,09-04-2023,09-04-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3865.63,NC#
Facility-C,23-10-2023,23-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$3313.08,NC#
Facility-C,29-10-2023,29-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$2782.15,NC#
Facility-C,18-05-2023,18-05-2023,ABCDEF,UMR FKA UMR WAUSAU,$71.87,NC#
Facility-C,07-07-2023,07-07-2023,ABCDEF,UMR FKA UMR WAUSAU,$3290.26,NC#
Facility-C,09-12-2023,09-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$1048.83,NC#
Facility-C,09-11-2023,09-11-2023,ABCDEF,UMR FKA UMR WAUSAU,$4349.24,NC#
Facility-C,08-04-2023,08-04-2023,ABCDEF,UMR FKA UMR WAUSAU,$274.18,NC#
Facility-C,20-10-2023,20-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$267.31,NC#
Facility-C,06-09-2023,06-09-2023,ABCDEF,UMR FKA UMR WAUSAU,$269.60,NC#
Facility-C,22-03-2023,22-03-2023,ABCDEF,UMR FKA UMR WAUSAU,$1587.38,NC#
Facility-C,03-06-2023,03-06-2023,ABCDEF,UNITED HEALTHCARE,$1135.45,NC#
Facility-C,04-08-2023,04-08-2023,ABCDEF,UNITED HEALTHCARE,$3961.90,NC#
Facility-C,17-11-2023,17-11-2023,ABCDEF,UNITED HEALTHCARE,$112.59,NC#
Facility-C,12-03-2023,12-03-2023,ABCDEF,UNITED HEALTHCARE,$1143.70,NC#
Facility-C,13-06-2023,13-06-2023,ABCDEF,UNITED HEALTHCARE,$2803.60,NC#
Facility-C,11-09-2023,11-09-2023,ABCDEF,UNITED HEALTHCARE,$2325.80,NC#
Facility-C,05-03-2023,05-03-2023,ABCDEF,UNITED HEALTHCARE,$2840.57,NC#
Facility-C,24-08-2023,24-08-2023,ABCDEF,UNITED HEALTHCARE,$1593.33,NC#
Facility-C,22-05-2023,22-05-2023,ABCDEF,UNITED HEALTHCARE,$2272.50,NC#
Facility-C,05-04-2023,05-04-2023,ABCDEF,UNITED HEALTHCARE,$3805.99,NC#
Facility-C,04-07-2023,04-07-2023,ABCDEF,UNITED HEALTHCARE,$561.08,NC#
Facility-C,07-01-2024,07-01-2024,ABCDEF,UNITED HEALTHCARE,$2699.75,NC#
Facility-C,22-03-2023,22-03-2023,ABCDEF,UNITED HEALTHCARE,$929.48,NC#
Facility-C,23-10-2023,23-10-2023,ABCDEF,UNITED HEALTHCARE,$1872.29,NC#
Facility-C,17-04-2023,17-04-2023,ABCDEF,UNITED HEALTHCARE,$530.39,NC#
Facility-C,22-04-2023,22-04-2023,ABCDEF,UNITED HEALTHCARE,$2513.03,NC#
Facility-C,03-08-2023,03-08-2023,ABCDEF,UNITED HEALTHCARE,$3240.70,NC#
Facility-C,31-12-2023,31-12-2023,ABCDEF,UNITED HEALTHCARE,$4065.45,NC#
Facility-C,10-07-2023,10-07-2023,ABCDEF,UNITED HEALTHCARE,$1353.33,NC#
Facility-C,08-06-2023,08-06-2023,ABCDEF,UNITED HEALTHCARE,$3886.10,NC#
Facility-C,23-07-2023,23-07-2023,ABCDEF,AETNA,$2539.59,NC#
Facility-C,06-05-2023,06-05-2023,ABCDEF,AETNA,$3088.81,NC#
Facility-C,25-01-2023,25-01-2023,ABCDEF,AETNA,$2497.49,NC#
Facility-C,20-12-2023,20-12-2023,ABCDEF,AETNA,$4554.18,NC#
Facility-C,09-06-2023,09-06-2023,ABCDEF,AETNA,$1894.12,NC#
Facility-C,16-11-2023,16-11-2023,ABCDEF,UMR FKA UMR WAUSAU,$3781.01,NC#
Facility-C,15-10-2023,15-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$2030.62,NC#
Facility-C,22-06-2023,22-06-2023,ABCDEF,UMR FKA UMR WAUSAU,$214.73,NC#
Facility-C,08-04-2023,08-04-2023,ABCDEF,UMR FKA UMR WAUSAU,$4052.14,NC#
Facility-C,20-04-2023,20-04-2023,ABCDEF,UMR FKA UMR WAUSAU,$859.72,NC#
Facility-C,03-09-2023,03-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4399.77,NC#
Facility-C,14-10-2023,14-10-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4785.57,NC#
Facility-C,09-09-2023,09-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$569.28,NC#
Facility-C,08-02-2023,08-02-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$519.57,NC#
Facility-C,09-06-2023,09-06-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$1851.08,NC#
Facility-C,18-02-2023,18-02-2023,ABCDEF,UMR FKA UMR WAUSAU,$3262.65,NC#
Facility-C,07-04-2023,07-04-2023,ABCDEF,UMR FKA UMR WAUSAU,$4401.67,NC#
Facility-C,19-04-2023,19-04-2023,ABCDEF,UMR FKA UMR WAUSAU,$4911.13,NC#
Facility-C,15-12-2023,15-12-2023,ABCDEF,UMR FKA UMR WAUSAU,$1711.45,NC#
Facility-C,14-10-2023,14-10-2023,ABCDEF,UMR FKA UMR WAUSAU,$215.68,NC#
Facility-C,20-09-2023,20-09-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4928.72,NC#
Facility-C,24-05-2023,24-05-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3358.14,NC#
Facility-C,31-03-2023,31-03-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$4652.45,NC#
Facility-C,18-07-2023,18-07-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$3717.55,NC#
Facility-C,19-12-2023,19-12-2023,ABCDEF,CIGNA BEHAVIORAL HEALTH,$2433.31,NC#
Facility-C,09-08-2023,09-08-2023,ABCDEF,AETNA,$893.38,NC#
Facility-C,09-10-2023,09-10-2023,ABCDEF,AETNA,$4056.69,NC#
Facility-C,28-07-2023,28-07-2023,ABCDEF,AETNA,$3133.59,NC#
Facility-C,18-01-2023,18-01-2023,ABCDEF,AETNA,$19.40,NC#
Facility-C,13-04-2023,13-04-2023,ABCDEF,AETNA,$2676.79,NC#
Facility-D,18-01-2023,18-01-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$3724.56,NC#
Facility-D,27-11-2023,27-11-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$3629.62,NC#
Facility-D,31-12-2023,31-12-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$3617.71,NC#
Facility-D,10-12-2023,10-12-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$3721.23,NC#
Facility-D,30-12-2023,30-12-2023,ABCDEF,MERITAIN HEALTH MINNEAPOLIS,$1347.50,NC#
Facility-D,07-12-2023,07-12-2023,ABCDEF,UNITED HEALTHCARE,$4482.83,NC#
Facility-D,26-08-2023,26-08-2023,ABCDEF,UNITED HEALTHCARE,$1861.63,NC#
Facility-D,03-08-2023,03-08-2023,ABCDEF,UNITED HEALTHCARE,$3751.54,NC#
Facility-D,19-11-2023,19-11-2023,ABCDEF,UNITED HEALTHCARE,$761.78,NC#
Facility-D,10-03-2023,10-03-2023,ABCDEF,UNITED HEALTHCARE,$4659.09,NC#
Facility-D,28-04-2023,28-04-2023,ABCDEF,BEACON HEALTH STRATEGIES,$4227.83,NC#
Facility-D,18-07-2023,18-07-2023,ABCDEF,BEACON HEALTH STRATEGIES,$902.53,NC#
Facility-D,02-10-2023,02-10-2023,ABCDEF,BEACON HEALTH STRATEGIES,$4926.70,NC#
Facility-D,24-06-2023,24-06-2023,ABCDEF,BEACON HEALTH STRATEGIES,$813.60,NC#
